day,all_feats_rolling_avg,all_feats,buildings_rolling_avg,buildings,highways_rolling_avg,highways,amenities_rolling_avg,amenities,users_rolling_avg,users,chapters_rolling_avg,chapters
2017-11-18,8998.625,17894,8028.75,17145,540.0,354,50.5,56,53.375,67,23.25,22
2017-11-19,8798.25,7576,7789.75,6422,604.625,822,40.75,44,55.125,40,24.0,22
2017-11-20,8899.75,4180,7915.0,3573,609.125,384,39.75,25,55.75,28,24.5,18
2017-11-21,8429.625,2729,7480.625,2127,598.75,368,38.75,24,54.875,27,23.75,19
2017-11-22,8136.875,3862,7140.0,2828,618.25,579,41.875,62,53.375,30,23.0,17
2017-11-23,7794.875,2612,6802.125,1726,624.25,540,42.0,11,45.25,25,21.875,18
2017-11-24,6632.875,3239,5769.625,2453,547.625,624,36.875,8,41.0,29,19.875,15
2017-11-25,5912.875,5211,5117.875,4669,506.5,381,32.25,28,34.5,30,19.0,21
2017-11-26,4260.5,4675,3453.75,3832,522.75,484,28.25,24,29.125,24,18.25,16
2017-11-27,3668.875,2843,2934.25,2266,453.75,270,23.375,5,26.75,21,17.25,14
2017-11-28,3450.375,2432,2709.75,1777,436.125,243,26.0,46,27.25,32,18.25,26
2017-11-29,3324.0,1718,2603.125,1274,427.0,295,25.875,23,26.75,23,18.25,19
2017-11-30,3378.625,4299,2626.75,3017,456.25,813,23.5,43,27.75,38,18.625,20
2017-12-01,3443.125,3128,2681.5,2164,459.625,567,26.375,34,28.125,28,18.75,19
2017-12-02,3196.125,1263,2460.5,685,437.25,445,27.5,17,27.25,22,19.0,17
2017-12-03,2895.125,2803,2140.25,2107,432.75,345,28.25,34,26.25,22,18.125,14
2017-12-04,2962.75,5216,2211.875,4405,447.25,600,30.375,41,26.5,26,17.875,14
2017-12-05,2878.0,2165,2083.625,1240,504.25,726,35.25,44,27.125,26,18.375,18
2017-12-06,2851.75,2222,2051.5,1520,512.5,309,33.0,28,26.125,24,17.25,17
2017-12-07,2864.25,1818,2073.875,1453,510.0,275,32.625,20,25.875,21,16.75,15
2017-12-08,2941.0,4913,1985.25,2308,470.75,499,31.5,34,25.0,31,16.375,17
2017-12-09,4508.5,15668,3384.125,13355,526.875,1016,39.625,99,27.375,47,16.875,23
2017-12-10,5698.5,10783,4501.125,9621,534.5,506,39.875,19,27.375,22,16.625,15
2017-12-11,8137.125,22312,6750.875,20105,586.125,758,38.375,22,28.875,34,17.75,23
2017-12-12,8124.5,5115,6757.625,4459,556.5,363,36.875,29,29.0,27,18.375,19
2017-12-13,8153.875,2400,6854.5,2015,500.0,274,33.125,14,29.0,26,18.125,16
2017-12-14,8098.375,1778,6829.875,1323,488.25,215,32.875,26,29.25,26,18.25,18
2017-12-15,8142.875,2174,6858.25,1680,479.0,201,36.25,47,29.5,23,18.0,13
2017-12-16,8233.25,5636,7141.125,4571,501.375,678,37.75,46,30.125,36,17.625,14
2017-12-17,6908.75,5072,5947.25,3804,412.0,301,32.125,54,26.25,16,16.375,13
2017-12-18,6159.625,4790,5292.375,4382,373.125,195,36.75,56,26.375,23,16.375,15
2017-12-19,7011.75,29129,6226.25,27576,390.75,899,37.75,30,24.625,20,14.875,11
2017-12-20,6661.25,2311,5914.875,1968,362.625,138,36.625,20,24.0,22,14.75,18
2017-12-21,6597.625,1891,5809.0,1168,405.5,617,37.875,24,22.875,17,14.5,14
2017-12-22,6566.625,1530,5761.625,944,414.0,283,42.875,66,22.375,22,14.625,19
2017-12-23,6436.875,1136,5653.375,814,411.375,180,39.625,21,21.5,16,14.625,13
2017-12-24,5873.125,1126,5196.5,916,339.25,101,39.5,45,18.75,14,14.25,11
2017-12-25,5471.25,1857,4906.5,1484,327.125,204,36.625,31,18.625,15,13.875,10
2017-12-26,5358.125,3885,4803.875,3561,322.625,159,32.5,23,17.625,15,13.25,10
2017-12-27,2128.875,3295,1685.375,2628,252.25,336,35.875,57,17.125,16,13.375,12
2017-12-28,4359.125,20153,3718.25,18231,328.0,744,45.125,94,16.75,19,12.75,13
2017-12-29,4229.5,854,3600.125,223,272.75,175,46.375,34,16.25,13,12.5,12
2017-12-30,4324.25,2288,3715.0,1863,258.75,171,63.375,202,15.625,17,11.875,14
2017-12-31,7080.875,23189,6296.375,21465,328.5,738,65.5,38,15.625,16,11.375,9
2018-01-01,7408.75,3749,6598.375,3332,339.875,192,64.375,36,15.5,13,11.375,11
2018-01-02,7634.25,3661,6844.875,3456,330.625,130,62.375,15,15.125,12,11.5,11
2018-01-03,9344.375,17566,8411.0,16090,431.75,968,72.75,106,15.625,19,11.875,13
2018-01-04,11807.5,23000,10728.0,21164,492.25,820,124.5,471,16.5,23,12.125,14
2018-01-05,9885.75,4779,8898.875,3598,419.75,164,215.75,824,16.25,17,12.25,14
2018-01-06,11708.75,15438,10727.125,14849,429.5,253,213.0,12,18.0,27,12.75,16
2018-01-07,12080.375,5261,11089.875,4765,444.875,294,192.5,38,18.25,19,12.5,12
2018-01-08,10057.25,7004,9183.125,6211,418.125,524,202.625,119,18.875,21,13.25,15
2018-01-09,12562.75,23793,11610.5,22751,464.75,565,221.75,189,20.125,23,13.875,16
2018-01-10,13078.5,7787,12014.125,6685,513.625,521,238.75,151,21.125,20,14.625,17
2018-01-11,13847.375,23717,12726.625,21790,490.5,783,285.875,483,21.75,24,15.125,17
2018-01-12,11439.25,3735,10515.875,3478,407.125,153,230.375,27,21.5,21,15.75,19
2018-01-13,14483.75,29135,13531.75,27725,460.25,589,160.125,262,22.375,24,16.125,17
2018-01-14,16229.5,29404,15192.5,28135,497.75,553,170.625,96,21.5,20,15.75,13
2018-01-15,17084.5,12101,16068.5,11773,487.75,214,170.625,38,21.75,21,16.375,17
2018-01-16,19319.875,24887,18229.25,23497,517.75,764,164.375,69,22.125,24,16.75,18
2018-01-17,16620.0,2194,15626.125,1926,472.375,202,142.0,10,21.375,17,16.625,15
2018-01-18,16023.75,3017,15109.875,2555,442.5,282,126.0,23,21.125,18,16.375,15
2018-01-19,13348.25,2313,12583.375,1578,388.5,351,87.375,174,20.625,20,16.375,17
2018-01-20,14857.5,15809,13967.75,14553,450.25,647,92.75,70,20.875,23,15.875,15
2018-01-21,11577.75,2897,10821.375,2554,403.0,211,65.75,46,20.0,17,15.375,13
2018-01-22,8358.5,3650,7644.875,2723,349.125,122,109.5,446,20.125,21,15.5,14
2018-01-23,9600.75,22039,8782.375,20873,403.25,647,108.125,27,20.625,25,15.375,16
2018-01-24,7859.875,10960,7142.625,10379,337.375,237,103.125,29,20.375,22,15.125,16
2018-01-25,8179.0,4747,7391.25,3915,332.375,162,108.625,54,20.375,17,15.0,14
2018-01-26,8321.375,4156,7535.75,3711,337.0,319,111.625,47,21.0,23,15.375,18
2018-01-27,9547.5,12122,8681.25,10742,375.25,657,95.375,44,22.625,33,15.625,19
2018-01-28,8366.75,6363,7611.125,5992,327.125,262,88.375,14,21.375,13,15.0,10
2018-01-29,8398.5,3151,7649.75,2863,324.875,193,84.875,18,21.0,14,14.875,12
2018-01-30,8403.0,3686,7720.5,3289,348.25,309,33.0,31,21.625,26,15.5,19
2018-01-31,7406.0,14063,6719.75,12867,367.125,798,34.25,37,21.5,24,15.625,17
2018-02-01,7918.5,15060,7231.25,14471,392.875,443,31.875,10,21.875,25,15.375,14
2018-02-02,7947.125,4976,7339.625,4782,388.25,125,26.375,10,23.25,28,15.875,18
2018-02-03,9413.875,15890,8770.875,15161,395.375,376,25.25,38,23.125,22,15.5,15
2018-02-04,9207.875,10474,8678.0,9999,358.0,358,22.25,20,21.25,18,14.5,11
2018-02-05,10078.625,13329,9533.75,12838,365.375,321,23.875,27,22.75,25,15.375,17
2018-02-06,10589.625,7239,10035.125,6874,376.25,280,22.375,6,24.25,26,16.125,18
2018-02-07,11301.375,9380,10725.625,8813,376.375,310,21.375,23,23.25,18,15.5,14
2018-02-08,11561.625,16145,11037.0,15358,332.375,446,18.875,17,24.125,31,16.0,21
2018-02-09,9909.625,1844,9414.75,1493,302.5,204,28.875,90,23.5,20,16.25,16
2018-02-10,11234.0,15571,10659.125,14737,336.125,394,28.5,7,23.625,29,16.25,18
2018-02-11,9612.375,2917,9001.5,1900,357.0,543,31.25,60,23.75,23,16.25,15
2018-02-12,8889.125,4688,8286.625,4280,325.625,107,39.0,82,24.625,25,17.0,17
2018-02-13,9530.25,18458,8887.625,17646,321.375,287,41.75,49,25.5,32,17.125,18
2018-02-14,10096.625,11770,9377.75,10795,316.625,242,72.625,253,26.625,35,17.5,21
2018-02-15,10889.75,15725,10185.875,15278,315.375,300,74.25,36,28.0,29,18.25,20
2018-02-16,9276.5,3239,8619.75,2829,282.0,179,75.125,24,27.25,25,18.25,21
2018-02-17,10050.875,8039,9367.25,7473,283.0,212,66.0,17,28.375,29,18.0,14
2018-02-18,11083.625,23833,10425.5,23203,283.375,397,66.0,7,27.625,23,17.5,14
2018-02-19,11637.125,7345,10830.375,5139,230.5,120,308.25,1998,27.5,22,17.875,18
2018-02-20,11891.25,6721,10990.375,5560,233.75,133,393.75,766,27.375,24,18.25,20
2018-02-21,9971.625,3101,9100.625,2528,218.5,165,394.875,58,26.0,21,18.125,17
2018-02-22,11788.5,26305,10855.0,24830,236.25,384,366.25,24,25.75,33,18.0,20
2018-02-23,10163.125,2722,9205.125,2079,220.625,175,365.875,33,25.625,28,18.375,23
2018-02-24,13940.125,33455,12914.5,32504,277.0,630,371.125,66,26.0,28,17.75,16
2018-02-25,13969.75,8276,12964.375,7872,268.625,145,374.75,46,25.375,24,17.875,15
2018-02-26,11238.5,1983,10226.25,1298,231.0,96,380.75,55,25.5,24,18.25,17
2018-02-27,12467.5,17177,11664.875,16648,249.5,268,133.125,17,26.5,30,18.25,18
2018-02-28,11841.75,1715,11108.75,1111,242.875,80,42.25,39,26.5,24,18.0,18
2018-03-01,15764.75,34485,14991.125,33587,263.5,330,55.75,166,27.75,31,18.375,20
2018-03-02,12725.25,1989,12029.125,1134,280.625,521,57.75,40,29.125,44,18.375,20
2018-03-03,13439.5,8436,12724.25,7640,305.875,377,57.375,30,29.5,31,17.375,15
2018-03-04,10070.625,6504,9441.375,6241,239.5,99,50.25,9,28.5,20,17.0,13
2018-03-05,13108.625,32580,12255.125,30382,268.625,378,45.75,10,29.25,30,16.875,14
2018-03-06,14315.875,11641,13220.5,9021,302.125,364,207.25,1347,30.5,34,17.0,18
2018-03-07,16732.0,36506,15436.75,34378,340.875,578,266.375,490,30.25,28,16.5,14
2018-03-08,17984.375,11734,16619.5,10573,449.875,952,264.5,24,31.25,32,16.625,19
2018-03-09,14065.5,3134,12777.5,2851,427.875,154,246.5,22,30.5,25,16.5,19
2018-03-10,16246.625,19438,14947.625,18495,439.5,614,244.625,25,27.625,21,15.875,15
2018-03-11,15676.125,3872,14410.25,3341,427.875,284,245.25,35,25.875,17,15.625,13
2018-03-12,15639.125,6208,14351.25,5769,454.25,310,246.625,20,26.625,26,16.5,20
2018-03-13,13928.125,18892,12649.125,16765,502.125,761,249.25,31,25.625,22,16.625,15
2018-03-14,13000.375,4219,11912.125,3125,551.125,756,90.625,78,24.875,28,16.75,19
2018-03-15,9088.625,5212,8129.875,4120,546.375,540,45.75,131,24.5,25,17.375,19
2018-03-16,8023.75,3215,7075.125,2135,507.625,642,53.25,84,24.0,28,17.375,19
2018-03-17,7775.375,1147,6813.5,758,503.375,120,81.125,245,23.0,17,16.375,11
2018-03-18,7317.25,15773,6339.875,14706,512.25,685,86.375,67,23.0,21,16.125,13
2018-03-19,6987.125,1231,6017.25,760,511.875,281,91.125,73,23.5,21,16.75,18
2018-03-20,6646.0,3479,5657.375,2890,514.75,333,91.875,26,23.625,27,16.875,21
2018-03-21,5734.875,11603,4844.625,10263,510.625,728,119.375,251,25.5,37,18.25,26
2018-03-22,8539.875,26659,7542.375,24707,583.875,1342,115.0,43,26.25,34,18.125,18
2018-03-23,8653.125,6118,7449.875,3380,770.375,2032,134.375,286,29.75,53,18.375,21
2018-03-24,9425.5,9394,8044.25,6890,938.125,1984,145.875,176,31.375,41,17.625,13
2018-03-25,9456.0,1391,8079.75,1042,956.125,264,117.375,17,31.125,15,17.5,10
2018-03-26,8103.0,4949,6772.75,4250,928.75,466,117.5,68,32.5,32,18.375,20
2018-03-27,8834.5,7083,7494.25,6532,927.0,267,110.125,14,34.125,34,19.375,26
2018-03-28,9295.875,7170,7936.5,6428,933.125,382,111.875,40,35.5,38,19.625,23
2018-03-29,9906.5,16488,8507.25,14829,904.25,497,99.875,155,35.25,35,18.875,20
2018-03-30,7039.0,3719,5803.5,3077,779.75,346,102.125,61,33.875,23,18.5,15
2018-03-31,9125.25,22808,8090.25,21674,597.0,570,68.875,20,30.625,27,17.75,15
2018-04-01,8417.75,3734,7660.875,3455,361.5,100,51.25,35,27.0,12,17.375,10
2018-04-02,8668.375,3396,7925.625,3160,340.875,99,53.5,35,27.5,19,18.25,17
2018-04-03,8728.375,5429,8037.625,5146,302.625,160,46.125,9,27.0,28,18.125,19
2018-04-04,10398.125,20441,9564.75,18749,326.875,461,137.25,743,26.75,32,17.375,20
2018-04-05,10227.125,5802,9232.875,3773,296.0,135,363.125,1847,25.0,24,16.625,17
2018-04-06,9448.625,10260,8199.875,6565,260.5,213,764.75,3368,23.875,26,16.0,15
2018-04-07,11223.625,17919,9907.25,16736,282.875,525,769.875,102,25.5,36,16.625,20
2018-04-08,9782.375,11278,8500.625,10421,260.125,388,776.25,71,25.125,24,16.75,16
2018-04-09,11094.5,14231,9669.125,12803,278.75,249,792.125,162,27.25,29,18.0,20
2018-04-10,14220.125,28401,12683.375,27274,363.75,779,791.0,26,29.75,39,18.75,23
2018-04-11,14540.0,7988,12990.5,7603,364.5,166,803.5,109,29.375,25,18.375,16
2018-04-12,12672.25,5499,11290.375,5148,327.875,168,717.875,58,28.125,22,17.875,16
2018-04-13,12618.75,5374,11392.875,4593,344.75,270,515.375,227,28.75,29,17.75,16
2018-04-14,12386.125,8399,11149.75,4620,353.375,282,106.375,96,28.125,21,17.375,12
2018-04-15,14121.75,31804,12828.0,30162,414.75,1016,98.75,41,26.75,25,16.75,15
2018-04-16,13262.375,4403,11985.25,3679,412.375,369,111.5,173,27.25,28,17.125,19
2018-04-17,12547.5,8512,11325.125,7522,411.5,242,140.0,390,28.25,37,17.5,23
2018-04-18,9503.625,4050,8335.0,3353,340.125,208,170.375,269,26.75,27,17.0,19
2018-04-19,9373.0,6943,8135.75,6009,344.625,202,230.75,592,27.125,28,17.875,23
2018-04-20,9722.375,8294,8278.25,6288,394.25,565,316.625,745,28.625,34,18.5,21
2018-04-21,12859.25,30469,11363.25,29273,444.0,668,300.75,100,28.75,30,18.5,16
2018-04-22,12091.875,2260,11016.25,1844,445.625,295,290.625,15,28.125,16,18.75,14
2018-04-23,8597.875,3852,7678.0,3456,328.75,81,307.25,174,27.875,23,18.75,15
2018-04-24,8620.125,4581,7726.75,4069,291.5,71,325.0,315,27.375,24,18.375,16
2018-04-25,8358.0,6415,7509.875,5787,292.25,248,305.75,236,26.0,26,17.75,18
2018-04-26,8528.25,5412,7633.5,4342,359.0,742,292.875,166,26.25,29,18.125,22
2018-04-27,9148.5,11905,8287.125,11238,374.5,326,246.5,221,25.875,25,17.5,18
2018-04-28,10263.375,17213,9544.5,16347,348.75,359,155.125,14,27.125,44,17.0,17
2018-04-29,7529.25,8596,6920.0,8277,283.625,147,150.25,61,25.75,19,16.375,11
2018-04-30,9909.5,21302,9133.625,19553,353.125,851,178.125,238,28.375,37,17.125,20
2018-05-01,10523.75,8766,9719.25,8141,380.625,301,175.25,151,27.375,15,16.625,11
2018-05-02,11122.375,9370,10291.25,8645,423.375,413,142.375,52,28.25,31,16.75,17
2018-05-03,12099.875,14235,11188.875,12968,456.75,515,143.875,248,28.375,27,16.375,15
2018-05-04,12144.0,5765,11263.125,4936,400.125,289,148.5,203,28.0,26,15.75,17
2018-05-05,11868.625,9702,10991.5,9065,404.125,358,122.125,10,28.5,29,15.625,17
2018-05-06,9801.75,678,8999.5,411,382.75,188,122.125,14,24.75,14,14.875,11
2018-05-07,11419.625,21539,10422.5,19661,426.25,495,120.5,48,25.125,22,15.125,13
2018-05-08,12372.75,28927,11496.0,28141,372.5,421,93.875,25,23.5,24,14.5,15
2018-05-09,14684.375,27259,13740.75,26099,410.5,605,80.0,40,24.5,23,14.75,13
2018-05-10,16729.0,25727,15747.25,24697,425.625,534,79.0,44,24.0,27,14.75,17
2018-05-11,15655.75,5649,14760.75,5076,408.5,378,53.5,44,22.875,18,14.625,14
2018-05-12,17511.0,20607,16559.75,19328,446.125,590,33.375,42,22.5,23,14.25,14
2018-05-13,16811.0,4102,15887.5,3687,432.625,250,34.75,21,20.75,15,13.625,12
2018-05-14,17873.625,9179,16933.875,8782,429.375,162,39.875,55,22.125,25,14.5,18
2018-05-15,15882.25,5608,15140.25,5312,375.375,63,43.0,73,21.5,17,14.5,13
2018-05-16,17277.875,40092,15896.75,34193,419.625,775,146.125,850,22.0,28,14.75,17
2018-05-17,18546.375,37407,16906.0,34173,418.875,599,252.875,894,22.875,30,15.375,18
2018-05-18,16160.5,6640,14487.75,5351,392.0,319,270.0,181,24.625,41,15.375,17
2018-05-19,21633.875,49436,19528.875,45405,431.875,697,412.625,1185,24.875,20,15.125,12
2018-05-20,21556.75,19990,19502.125,19114,412.875,438,423.375,128,24.125,17,14.625,10
2018-05-21,23096.0,16416,20987.5,15570,433.875,418,422.375,13,27.25,40,15.5,19
2018-05-22,22453.875,4042,20264.25,2996,423.5,79,459.0,348,27.75,29,15.875,21
2018-05-23,37311.125,124466,35100.875,124005,441.25,205,531.125,650,29.125,28,16.375,17
2018-05-24,40526.125,65812,38993.375,65333,370.5,209,438.75,111,28.375,22,16.375,17
2018-05-25,36235.75,3084,34978.625,2055,340.5,359,337.25,82,27.125,20,16.0,15
2018-05-26,37926.5,20166,36711.5,19214,371.125,564,339.5,199,24.75,22,15.5,13
2018-05-27,32199.25,3618,31398.375,2900,329.0,360,206.375,120,24.375,17,15.5,12
2018-05-28,31626.5,15408,30737.375,13826,405.25,1048,201.625,90,25.25,24,15.75,12
2018-05-29,30030.0,3644,29199.25,3265,374.75,174,216.5,132,22.875,21,15.125,14
2018-05-30,32102.0,20618,30632.375,14461,444.875,640,370.5,1580,22.875,29,14.375,15
2018-05-31,18637.875,16753,17111.25,15836,490.875,573,294.125,39,22.625,26,14.375,17
2018-06-01,11038.75,5019,9506.625,4496,487.625,183,297.625,139,22.625,22,14.5,18
2018-06-02,11577.375,7393,10018.625,6151,480.625,303,291.25,31,23.25,25,15.0,19
2018-06-03,12814.25,30061,10722.25,24843,511.875,814,276.625,82,23.375,23,14.875,12
2018-06-04,13714.5,10820,11509.5,9198,496.5,237,284.5,183,23.75,20,15.125,14
2018-06-05,15636.125,30781,13161.375,27041,469.125,829,287.125,111,24.625,31,15.75,17
2018-06-06,16269.25,8709,13777.625,8195,476.25,231,279.5,71,24.625,21,15.75,14
2018-06-07,16382.0,21520,14454.875,19879,487.75,732,86.25,34,24.75,30,16.0,17
2018-06-08,15344.875,8456,13345.25,6959,566.625,1204,86.375,40,25.125,29,16.375,20
2018-06-09,16259.125,12333,14010.625,9819,620.75,616,73.375,35,25.25,23,16.25,17
2018-06-10,16835.875,12007,14347.0,8842,658.5,605,73.625,33,24.875,22,15.375,12
2018-06-11,15029.875,15613,12358.125,8932,682.375,1005,70.0,53,26.125,33,16.25,19
2018-06-12,15531.125,14830,12376.875,9348,722.25,556,52.25,41,28.0,35,16.875,19
2018-06-13,12703.125,8157,9971.125,7795,637.5,151,41.875,28,27.75,29,16.75,16
2018-06-14,12577.875,7707,9828.75,7056,670.375,494,33.625,5,28.375,26,16.875,15
2018-06-15,10172.5,2277,7560.75,1735,626.875,384,30.875,12,27.125,20,16.5,14
2018-06-16,9491.0,3004,7000.25,2475,502.75,211,32.125,50,26.125,21,15.5,12
2018-06-17,9054.25,8839,6408.5,5085,519.125,747,37.75,80,26.875,29,15.125,14
2018-06-18,8951.25,11183,6449.875,9173,492.5,392,38.5,39,27.625,28,15.125,12
2018-06-19,7925.5,7407,6176.875,6748,402.375,284,37.875,48,27.375,31,15.0,18
2018-06-20,8545.75,19792,7069.375,16488,461.0,1025,43.875,89,28.125,41,15.125,20
2018-06-21,9119.625,12748,6928.125,6665,651.25,1673,45.625,42,28.875,35,15.375,18
2018-06-22,9076.0,7358,6837.875,6334,657.875,547,49.625,37,28.25,21,15.375,15
2018-06-23,9980.125,9510,7340.5,5756,692.5,661,53.875,46,28.375,21,15.125,12
2018-06-24,9891.375,2294,7264.75,1869,696.75,245,62.25,117,28.0,18,15.125,12
2018-06-25,10396.5,12880,8176.125,12376,637.375,272,61.875,77,27.5,25,15.375,16
2018-06-26,11666.625,21344,9621.0,20732,631.125,342,65.375,67,28.125,33,16.625,22
2018-06-27,12522.375,14253,10287.75,12082,698.5,823,70.0,85,28.25,32,16.375,16
2018-06-28,10510.875,3700,8670.5,3550,579.375,72,62.125,26,25.875,22,15.75,15
2018-06-29,9533.625,4930,8407.875,4564,390.0,158,60.25,27,24.375,23,15.25,14
2018-06-30,10119.375,12044,8897.25,10249,404.5,663,61.25,45,25.25,28,15.375,16
2018-07-01,9157.625,1816,8301.375,989,367.5,365,61.0,44,24.0,11,14.875,8
2018-07-02,10231.875,10888,9278.125,9683,417.25,643,52.0,45,25.375,29,15.75,19
2018-07-03,9536.875,7320,8586.125,6840,431.125,383,43.875,12,26.5,34,16.125,19
2018-07-04,8033.25,9315,7079.25,8677,443.875,444,39.5,32,26.0,29,15.25,15
2018-07-05,6902.5,5207,6138.0,4552,410.25,554,32.875,32,24.125,17,14.625,11
2018-07-06,7116.375,5411,6288.375,4753,468.75,540,33.75,33,24.0,21,14.5,14
2018-07-07,7057.375,4458,6195.75,3823,489.125,321,34.0,29,24.625,28,14.625,15
2018-07-08,6004.875,3624,5266.625,2816,462.375,449,34.875,52,23.25,17,14.25,13
2018-07-09,6634.25,6851,5897.5,6036,503.0,690,30.25,7,25.125,26,15.625,19
2018-07-10,6116.125,6743,5429.375,5938,474.875,418,30.5,47,24.875,27,15.625,19
2018-07-11,6278.375,8618,5552.625,7826,491.25,514,36.125,57,24.125,28,15.375,17
2018-07-12,6344.75,9846,5593.5,9004,486.5,406,38.875,54,24.375,31,15.875,19
2018-07-13,6457.125,6106,5675.375,5207,475.25,464,43.375,68,25.125,23,16.625,17
2018-07-14,6155.75,3000,5392.125,2487,437.75,240,41.75,20,25.375,23,16.375,12
2018-07-15,6376.25,6222,5572.125,5263,456.75,473,40.125,16,24.375,20,16.25,14
2018-07-16,6770.125,6775,5986.0,6127,446.75,369,36.75,25,25.25,24,16.625,16
2018-07-17,12776.625,54903,11964.625,53865,415.0,436,57.375,172,25.25,26,16.625,19
2018-07-18,12975.75,8336,12180.75,7667,407.125,355,61.75,82,25.875,32,16.5,18
2018-07-19,12884.25,7886,12092.875,7123,368.75,207,56.25,13,25.625,26,16.875,20
2018-07-20,12068.875,3323,11338.0,2965,335.625,141,52.625,25,24.125,19,16.375,15
2018-07-21,12461.0,9243,11400.625,5708,328.0,403,46.375,18,23.625,19,15.75,12
2018-07-22,14257.75,17374,12052.375,7701,423.125,1001,47.625,30,23.25,20,15.875,13
2018-07-23,17534.75,32438,14984.75,28722,395.875,255,56.125,84,23.375,21,16.125,16
2018-07-24,17759.75,8575,15161.375,7540,410.5,486,55.875,23,23.25,23,16.0,15
2018-07-25,13345.25,19587,10590.0,17294,470.25,914,39.0,37,23.0,24,15.375,14
2018-07-26,15403.625,24803,11860.125,17828,502.25,611,30.125,11,22.125,25,15.125,16
2018-07-27,15682.5,10117,11310.0,2722,528.5,417,66.375,303,22.125,26,14.625,16
2018-07-28,17662.5,19163,12204.875,10124,580.625,558,66.25,24,22.875,25,14.125,11
2018-07-29,16750.25,1945,11645.125,1230,546.0,126,66.625,21,22.875,19,14.125,12
2018-07-30,16150.75,12578,12032.0,10796,484.0,505,82.625,158,24.375,32,15.125,21
2018-07-31,13917.625,14573,10109.5,13342,535.0,663,78.875,54,25.25,28,15.25,17
2018-08-01,15131.875,18289,11273.125,16849,557.75,668,83.75,62,25.5,25,15.375,16
2018-08-02,13284.25,4806,9621.25,4079,511.5,544,81.5,19,25.75,26,15.75,17
2018-08-03,11075.0,7129,8189.375,6373,500.75,525,94.875,118,26.5,31,15.375,13
2018-08-04,10367.25,4455,8308.0,3671,496.75,385,64.625,61,26.0,22,15.375,16
2018-08-05,8524.875,4424,7351.125,2469,458.875,255,65.5,31,25.5,21,15.875,15
2018-08-06,8948.875,5337,7696.625,3994,557.75,917,70.875,64,26.75,29,16.625,18
2018-08-07,8593.5,9735,7442.125,8760,571.125,612,60.625,76,27.875,41,16.75,22
2018-08-08,7587.625,6526,6485.75,5691,565.75,620,59.875,48,28.25,31,16.75,17
2018-08-09,6242.625,7529,5221.625,6736,555.375,585,61.625,76,27.75,21,16.625,15
2018-08-10,7177.875,12288,5408.875,5577,627.125,1118,75.375,129,28.75,34,16.625,17
2018-08-11,9005.875,21753,6004.875,11141,627.625,529,69.375,70,28.125,26,16.625,13
2018-08-12,9553.75,8838,5657.625,893,616.25,294,64.5,22,27.0,13,15.75,9
2018-08-13,11113.375,16901,7112.125,14105,758.375,1392,71.5,87,29.375,40,16.75,23
2018-08-14,11248.625,6419,7303.75,5527,734.25,724,67.5,32,29.375,29,17.125,21
2018-08-15,10378.75,2776,6456.625,1983,745.5,702,59.75,14,27.125,23,16.25,15
2018-08-16,11272.625,13677,7218.0,11782,811.875,1151,56.625,23,27.375,33,16.625,20
2018-08-17,10595.5,2112,6554.375,1427,778.625,319,50.875,30,28.0,26,17.0,18
2018-08-18,11079.75,16162,7221.25,10912,730.125,730,46.125,91,27.125,27,17.0,17
2018-08-19,10444.375,16670,7240.5,11295,713.375,395,65.375,224,27.625,30,17.375,16
2018-08-20,9969.875,5042,7636.75,4063,723.625,376,74.25,93,29.75,30,18.375,17
2018-08-21,9380.75,12188,7195.5,10575,658.75,873,88.125,198,29.5,38,18.125,21
